0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.055299999999999613e-03,-6.581499999999999677e-03,1.059406999999999988e-01,1.032200000000000045e-03,4.319370000000000154e-02,4.441660000000000053e-02,3.422959999999999892e-02,-2.621599999999999972e-03
-7.893900000000000569e-03,-6.523900000000000012e-03,1.057223999999999942e-01,1.119299999999999939e-03,4.319350000000000273e-02,4.416570000000000218e-02,3.420259999999999967e-02,-2.633900000000000217e-03
-7.780399999999999816e-03,-6.578699999999999826e-03,1.048679000000000000e-01,1.164000000000000104e-03,4.254179999999999767e-02,4.387649999999999884e-02,3.390730000000000133e-02,-2.662299999999999823e-03
-7.865399999999999822e-03,-6.857600000000000154e-03,1.042196999999999985e-01,1.250299999999999979e-03,4.228649999999999770e-02,4.328599999999999809e-02,3.364779999999999854e-02,-2.709000000000000036e-03
-7.795899999999999705e-03,-6.416700000000000008e-03,1.031047999999999965e-01,9.772999999999999569e-04,4.185500000000000331e-02,4.296219999999999900e-02,3.342910000000000326e-02,-2.744900000000000204e-03
-7.793200000000000127e-03,-6.628900000000000070e-03,1.020057000000000047e-01,1.035300000000000066e-03,4.127850000000000269e-02,4.248829999999999968e-02,3.304819999999999980e-02,-2.792400000000000004e-03
-7.613599999999999882e-03,-6.429699999999999999e-03,1.008605999999999947e-01,1.070399999999999997e-03,4.087840000000000223e-02,4.191369999999999818e-02,3.279739999999999739e-02,-2.939199999999999886e-03
-7.516000000000000111e-03,-6.433300000000000303e-03,9.954920000000000435e-02,1.068699999999999902e-03,4.014970000000000344e-02,4.134519999999999862e-02,3.210699999999999665e-02,-2.911400000000000186e-03
-7.524099999999999712e-03,-6.541100000000000213e-03,9.804930000000000589e-02,1.138600000000000029e-03,3.974899999999999961e-02,4.077909999999999868e-02,3.189199999999999674e-02,-2.947500000000000033e-03
-7.366000000000000152e-03,-6.334300000000000173e-03,9.698919999999999764e-02,1.055799999999999968e-03,3.920309999999999767e-02,4.026300000000000018e-02,3.154850000000000015e-02,-3.011400000000000014e-03
-7.387999999999999602e-03,-6.314300000000000121e-03,9.561429999999999929e-02,9.359999999999999831e-04,3.867580000000000323e-02,3.968429999999999874e-02,3.128399999999999931e-02,-3.047600000000000135e-03
-7.376100000000000018e-03,-6.325199999999999573e-03,9.433590000000000031e-02,9.056999999999999513e-04,3.804060000000000080e-02,3.922910000000000286e-02,3.084080000000000155e-02,-3.133400000000000161e-03
-7.241899999999999900e-03,-6.239299999999999707e-03,9.324440000000000506e-02,9.856000000000001045e-04,3.758779999999999760e-02,3.878229999999999872e-02,3.049289999999999987e-02,-3.175499999999999937e-03
-7.313199999999999736e-03,-6.380199999999999934e-03,9.183349999999999846e-02,1.088699999999999954e-03,3.695520000000000055e-02,3.793769999999999781e-02,3.001880000000000173e-02,-3.262800000000000162e-03
-7.190399999999999570e-03,-6.075500000000000171e-03,9.066430000000000322e-02,1.071700000000000083e-03,3.649669999999999997e-02,3.745010000000000006e-02,2.986449999999999869e-02,-3.247299999999999839e-03
-7.087600000000000323e-03,-6.223700000000000412e-03,8.948639999999999373e-02,1.109600000000000083e-03,3.600890000000000341e-02,3.694750000000000117e-02,2.958509999999999959e-02,-3.297099999999999857e-03
-7.072600000000000067e-03,-6.191099999999999728e-03,8.838160000000000460e-02,1.092000000000000089e-03,3.560549999999999826e-02,3.638700000000000268e-02,2.917749999999999858e-02,-3.348999999999999980e-03
-7.070599999999999802e-03,-6.091300000000000013e-03,8.728049999999999697e-02,9.466999999999999721e-04,3.502820000000000239e-02,3.591040000000000204e-02,2.908130000000000090e-02,-3.352899999999999804e-03
-7.140099999999999919e-03,-6.182899999999999854e-03,8.641770000000000007e-02,9.851000000000000381e-04,3.458309999999999856e-02,3.557840000000000308e-02,2.867070000000000035e-02,-3.398899999999999838e-03
-6.990699999999999865e-03,-5.857399999999999586e-03,8.551159999999999317e-02,9.623000000000000260e-04,3.429329999999999878e-02,3.529859999999999942e-02,2.857029999999999986e-02,-3.454000000000000039e-03
-7.010800000000000191e-03,-6.052000000000000088e-03,8.435789999999999955e-02,1.023800000000000057e-03,3.377850000000000297e-02,3.466160000000000074e-02,2.809769999999999976e-02,-3.487899999999999941e-03
-6.979700000000000140e-03,-5.953700000000000138e-03,8.345320000000000515e-02,1.017700000000000072e-03,3.334850000000000314e-02,3.430590000000000028e-02,2.793769999999999934e-02,-3.529500000000000085e-03
-6.968600000000000141e-03,-5.810300000000000013e-03,8.257409999999999750e-02,1.056400000000000091e-03,3.274849999999999983e-02,3.373179999999999928e-02,2.776740000000000111e-02,-3.560999999999999929e-03
-6.914199999999999686e-03,-6.014300000000000201e-03,8.176100000000000034e-02,9.587999999999999952e-04,3.262070000000000247e-02,3.354950000000000293e-02,2.750920000000000101e-02,-3.612499999999999826e-03
-6.872399999999999863e-03,-5.986199999999999681e-03,8.097680000000000156e-02,8.928000000000000172e-04,3.226840000000000264e-02,3.317470000000000141e-02,2.727889999999999829e-02,-3.630500000000000047e-03
-6.871999999999999637e-03,-5.832999999999999644e-03,8.016460000000000252e-02,1.048300000000000056e-03,3.183520000000000100e-02,3.276149999999999896e-02,2.708730000000000165e-02,-3.647200000000000181e-03
-6.932500000000000294e-03,-5.825000000000000316e-03,7.943980000000000485e-02,9.238000000000000118e-04,3.161579999999999946e-02,3.251500000000000223e-02,2.701519999999999963e-02,-3.683599999999999982e-03
-6.772799999999999827e-03,-5.742399999999999935e-03,7.890890000000000404e-02,1.015599999999999966e-03,3.134089999999999793e-02,3.217500000000000221e-02,2.676109999999999947e-02,-3.658999999999999926e-03
-6.692400000000000258e-03,-5.797100000000000343e-03,7.800519999999999676e-02,1.065799999999999994e-03,3.081539999999999974e-02,3.192160000000000136e-02,2.653080000000000022e-02,-3.728700000000000157e-03
-6.717899999999999740e-03,-5.646299999999999930e-03,7.749509999999999732e-02,8.505999999999999672e-04,3.071799999999999878e-02,3.159270000000000134e-02,2.640870000000000023e-02,-3.765600000000000024e-03
-6.803400000000000246e-03,-5.696299999999999628e-03,7.687330000000000552e-02,9.106000000000000162e-04,3.043360000000000162e-02,3.132999999999999674e-02,2.625030000000000072e-02,-3.799900000000000153e-03
-6.928799999999999716e-03,-5.773300000000000307e-03,7.633310000000000095e-02,1.117900000000000013e-03,3.013849999999999862e-02,3.095840000000000050e-02,2.614309999999999898e-02,-3.808800000000000206e-03
-6.716599999999999654e-03,-6.041099999999999769e-03,7.573900000000000077e-02,1.039400000000000003e-03,2.996959999999999902e-02,3.095610000000000028e-02,2.598949999999999871e-02,-3.844900000000000054e-03
-6.757599999999999892e-03,-5.714399999999999688e-03,7.531469999999999831e-02,1.127500000000000030e-03,2.991629999999999984e-02,3.067659999999999831e-02,2.575660000000000102e-02,-3.856200000000000166e-03
-6.639899999999999795e-03,-5.826999999999999715e-03,7.474379999999999913e-02,9.206999999999999906e-04,2.957119999999999888e-02,3.045530000000000112e-02,2.567799999999999944e-02,-3.846700000000000206e-03
-6.632200000000000421e-03,-5.702300000000000424e-03,7.434419999999999917e-02,1.040899999999999985e-03,2.924569999999999947e-02,3.019619999999999943e-02,2.569969999999999893e-02,-3.884799999999999885e-03
-6.764599999999999953e-03,-5.786799999999999930e-03,7.386739999999999973e-02,1.050300000000000105e-03,2.912409999999999999e-02,3.011120000000000116e-02,2.547539999999999874e-02,-3.951500000000000151e-03
-6.656800000000000044e-03,-5.669200000000000107e-03,7.341960000000000153e-02,1.036599999999999935e-03,2.885259999999999908e-02,2.978569999999999829e-02,2.544580000000000106e-02,-3.918300000000000428e-03
-6.599500000000000331e-03,-5.817000000000000122e-03,7.291559999999999708e-02,1.033400000000000074e-03,2.863970000000000057e-02,2.965709999999999874e-02,2.537110000000000060e-02,-3.930399999999999693e-03
-6.725199999999999755e-03,-5.742099999999999982e-03,7.260999999999999399e-02,1.000299999999999974e-03,2.856500000000000011e-02,2.941739999999999980e-02,2.517439999999999956e-02,-3.889399999999999889e-03
-7.318299999999999805e-03,-5.752099999999999574e-03,7.248169999999999613e-02,1.068399999999999949e-03,2.817580000000000084e-02,2.931840000000000140e-02,2.509420000000000053e-02,-3.959400000000000072e-03
-6.602799999999999815e-03,-5.494899999999999611e-03,7.192239999999999744e-02,1.022200000000000018e-03,2.826330000000000162e-02,2.909240000000000090e-02,2.500559999999999936e-02,-3.979899999999999757e-03
-6.549100000000000407e-03,-5.640499999999999681e-03,7.162119999999999598e-02,1.043700000000000053e-03,2.808669999999999917e-02,2.901369999999999991e-02,2.491590000000000124e-02,-4.001199999999999896e-03
-6.632200000000000421e-03,-5.685499999999999582e-03,7.124450000000000227e-02,1.021699999999999952e-03,2.787080000000000113e-02,2.885659999999999961e-02,2.484509999999999844e-02,-4.012199999999999621e-03
-6.356900000000000397e-03,-5.613400000000000160e-03,7.096550000000000080e-02,1.002499999999999919e-03,2.780840000000000048e-02,2.855800000000000005e-02,2.475389999999999882e-02,-4.016600000000000378e-03
-6.375099999999999864e-03,-5.599599999999999717e-03,7.069860000000000033e-02,1.116400000000000031e-03,2.769249999999999837e-02,2.863600000000000173e-02,2.470510000000000067e-02,-4.040700000000000368e-03
-6.553400000000000024e-03,-5.570600000000000204e-03,7.045609999999999373e-02,1.061300000000000047e-03,2.757280000000000147e-02,2.849820000000000131e-02,2.460089999999999846e-02,-4.042399999999999813e-03
-6.575600000000000021e-03,-5.728200000000000132e-03,7.003510000000000291e-02,1.013699999999999974e-03,2.754940000000000166e-02,2.837059999999999929e-02,2.426009999999999972e-02,-4.035600000000000298e-03
-6.493299999999999593e-03,-5.368500000000000008e-03,6.976640000000000619e-02,9.234999999999999503e-04,2.730669999999999972e-02,2.828589999999999924e-02,2.451889999999999972e-02,-4.035200000000000072e-03
-6.471799999999999775e-03,-5.591699999999999796e-03,6.981700000000000406e-02,8.496999999999999996e-04,2.712569999999999912e-02,2.825000000000000080e-02,2.467609999999999942e-02,-4.079900000000000020e-03
-6.562100000000000398e-03,-5.637099999999999923e-03,6.949470000000000647e-02,1.098500000000000084e-03,2.711200000000000068e-02,2.796250000000000124e-02,2.428999999999999909e-02,-4.072000000000000099e-03
-6.378499999999999621e-03,-5.636300000000000338e-03,6.928879999999999761e-02,1.039999999999999909e-03,2.709200000000000150e-02,2.786709999999999882e-02,2.424720000000000000e-02,-4.051800000000000367e-03
-6.459600000000000238e-03,-5.555199999999999722e-03,6.922810000000000075e-02,1.019200000000000054e-03,2.699609999999999857e-02,2.776139999999999858e-02,2.427230000000000013e-02,-4.088099999999999894e-03
-6.514500000000000325e-03,-5.610799999999999989e-03,6.892860000000000653e-02,1.093800000000000024e-03,2.701689999999999994e-02,2.789449999999999916e-02,2.417659999999999948e-02,-4.096500000000000315e-03
-6.250200000000000027e-03,-5.596799999999999865e-03,6.879789999999999517e-02,1.048300000000000056e-03,2.700419999999999904e-02,2.785009999999999916e-02,2.441039999999999877e-02,-4.100499999999999978e-03
